SEARCH_ROW,PUBLICATION,DATE,TITLE,EDITION,COUNTRY,SECTION,JOURNAL-CODE,PUBLICATION-TYPE,BYLINE,LANGUAGE,LENGTH,ORGANIZATION,LOAD-DATE,CITY,SUBJECT,TEXT
751,Cape Times (South Africa),7/17/2012,Police investigative unit to probe complaints of Khayelitsha corruption,E1 Edition,SOUTH AFRICA (92%),NEWS; Pg. 1,CT,Newspaper, Jason Felix and  Xolani Koyana,ENGLISH,370 words,,18-Jul-12,,INVESTIGATIONS (93%); CORRUPTION (92%); CRIMINAL INVESTIGATIONS (91%); POLICE MISCONDUCT (90%); MISCONDUCT (78%); BRIBERY (78%); POLICE FORCES (78%); SOCIAL JUSTICE (77%); APPOINTMENTS (77%); SPECIAL INVESTIGATIVE FORCES (73%); LARCENY & THEFT (68%) CapeTimes.News,"THE Independent Police Investigative Directorate (IPD) is to probe complaints of police corruption in Khayelitsha which has been blamed for provoking a spate of vigilante killings. This emerged when the directorate met Khayelitsha residents yesterday to listen to their concerns about policing. It follows a request from the Social Justice Coalition (SJC) seven months ago to Premier Helen Zille to appoint a commission of inquiry to investigate the breakdown in policing in Khayelitsha, approved in principle by the provincial executive. But when national police commissioner General Riah Phiyega was appointed recently she asked Zille to hold off while she probed the complaints. Zille is awaiting her report. IPID director Francois Beukman said some of the residents claimed that police in the area had not given them proper information about their cases, were corrupt and accepted bribes from criminals. Beukman said after recent vigilante attacks, in which 14 suspected thieves and robbers have been killed by mobs in four months, they decided to step in to investigate. ""We have seen the number of mob justice attacks in the area and that shows us there is a problem here. The number of complaints that we have received from the area is also very high. We will investigate all the cases,"" he said. A deadline for the investigation has not been set. The SJC yesterday welcomed the probe. ""We think that it is an important intervention and hope something will come of it,"" co-ordinator Gavin Silber said. ""However we still feel that a commission of inquiry will be an important step in solving this problem. (IPID) fixing their department would be blocking a small problem in the system. ""The reason we called for a commission is because we feel that the system is broken. It is not just about the police, it is about the courts failing the people. We hope that their intervention will bring some changes to some of the complaints we have submitted."" Silber said they had met the directorate yesterday to discuss the complaints they had submitted to Zille, including: l Police misconduct l Lawless behaviour l Abuse of power l People saw police as aggressors instead of protectors. Zille's spokesman, Zak |Mbhele, also welcomed the IPID"
752,Cape Times (South Africa),7/31/2012,The ANC turns a blind eye to corruption,E1 Edition,SOUTH AFRICA (92%),Pg. 9,CT,Newspaper,,ENGLISH,708 words,,1-Aug-12,,CORRUPTION (91%); EVIDENCE (89%); FRAUD & FINANCIAL CRIME (89%); EDUCATIONAL INSTITUTION EMPLOYEES (78%); SEWERAGE SYSTEMS (74%); MONEY LAUNDERING (74%); CRIMINAL CONVICTIONS (70%); MAYORS (69%); CONTRACT AWARDS (64%); EDITORIALS & OPINIONS (59%) CapeTimes.Opinion,"Corruption is a problem, yes, but at least the government is doing something about it, we hear. In fact, from President Jacob Zuma and ANC secretary-general Gwede Mantashe down to the ordinary ANC faithful, we are told that eradicating corruption is a primary ANC goal. No it is not. The evidence before me suggests loyalty to comrades and support for one or other faction is far more important to the top brass in the ANC than acting against corruption. Stealing public money really hurts the poor first. If we had no corruption, we would have had more than enough money to upgrade our schools and hospitals, train and appoint more doctors, teachers and nurses, and supply more people with potable water, proper sewerage and electricity. The stark reality is that through tolerating, sometimes even encouraging, corruption and tenderpreneurship, the ANC is showing a thick middle finger to the very same people they claim to have liberated. So what is the evidence I'm talking about? I could point to the R50 billion arms deal where hundreds of millions landed in the pockets of politicians and ANC-connected middlemen. I could remind you that there was strong prima facie evidence of corruption, fraud and racketeering against Zuma himself, but in a highly suspicious move the charges were dropped. I could point out that the ANC chairman in Limpopo and close buddy of expelled ANC Youth League leader Julius Malema, Cassel Mathale, has been associated with many allegations of tender fraud in the province he is also premier of, but was re-elected nevertheless and is still a member of the ANC's national executive. I could add that the chairman of the ANC in the Northern Cape is suspected of corruption, fraud and money laundering, but he was recently re-elected. Several newspapers have reported that ANC stalwart Mac Maharaj had irregularly awarded huge tenders to companies belonging to convicted fraudster Schabir Shaik and was allegedly rewarded with money in his wife's account and an expensive US holiday. He was still appointed the official spokesman of the president. I can add many other similar stories of corrupt or allegedly corrupt ANC officials who were never prosecuted and remained in their positions in the party. But I would prefer to move away from allegations and newspaper reports and tell you about evidence accepted by a court of law that shows clearly how casually the ANC leadership treats corruption. In 2008, two ANC councillors of the Rustenburg municipality, Alfred Motsi and Moss Phakoe, became aware of serious corruption involving the ANC mayor, Matthews Wolmarans. Wolmarans is a close associate of the chairman of the ANC in North West, Supra Mataboge. The two councillors compiled a detailed dossier on the corrupt dealings. They raised it in the council, but there was no reaction. They took their dossier to the police. Nothing happened. The two men travelled to Johannesburg to see Mantashe and left copies of the dossier for him. Mantashe dismissed the two as troublemakers. In December 2008, Motsi and Phakoe went to Nkandla to see Zuma. They explained their dossier and pleaded for action. A month or two later they took their evidence to a meeting in Potchefstroom with Zuma, deputy president Kgalema Motlanthe, ANC treasurer Mathews Phosa and North West premier Thandi Modise. They handed their dossier to the minister then in charge of local government, Sicelo Shiceka, during a meeting in Rustenburg which mayor Wolmarans also attended. Phakoe afterwards told Motsi: ""This might be my last day."" Two days later the mayor's bodyguard, Enoch Matshaba, shot Phakoe in his parked car at his Rustenburg home. Phakoe died on the spot. Motsi's crusade led to his suspension as chairperson of the MK Veterans Association - he abused his position, it was found. Wolmarans was the obvious suspect, but the officer in charge of the investigation accused Motsi of the murder. Only last year, when the Hawks raided crime intelligence boss Richard Mdluli's office did they find the dossier and charged Wolmarans and his bodyguard. Two weeks ago, Judge Ronnie Hendricks found that Motsi was a truthful witness. He sentenced Wolmarans to 20 years and Matshaba to life in prison. Shame on you, Jacob Zuma. Shame on you, Gwede Mantashe."
753,Cape Times (South Africa),8/2/2012,We can all still learn from the Indian masters of corruption,E1 Edition,INDIA (93%); SOUTH AFRICA (93%),Pg. 10,CT,Newspaper,,ENGLISH,513 words,,3-Aug-12,"KOLKATA, WEST BENGAL, INDIA (58%); DELHI, INDIA (58%)",BRIC COUNTRIES (90%); CORRUPTION (90%); BRIBERY (78%); EDUCATION SYSTEMS & INSTITUTIONS (76%); PUBLIC POLICY (73%); PUBLIC CONTRACTING (72%); LEGISLATIVE BODIES (71%); SOCIAL JUSTICE (67%); CIVIL SERVICES (66%); EDITORIALS & OPINIONS (59%) CapeTimes.Opinion,"YES, we all know that South Africa is riddled with corruption, but it could be worse. As in our Bric partner India, for instance. I have just been re-reading James Cameron's wonderful memoir An Indian Summer. In 1972 he returned to the sub-continent, having spent 25 years revisiting the country countless times as a foreign correspondent and conducting with it, as so many of us who know it have, a love-hate relationship. This time, however, it was as the newly-married husband of an Indian woman, which helped to give him more of a personal pride in India's achievements, and disappointment in its shortcomings. No shortcoming was more obvious, 25 years after independence, than the scale of its corruption. The totality and pervasiveness of Indian corruption was ""almost a matter of national pride, sanctified by the oldest of traditions and denied by nobody"". The process was acknowledged and ratified: ""It is ordained that every official can be bribed, every commodity can be adulterated, every scarcity can be exploited, every contract can be fiddled, every privilege can be bought, every examination can be wangled, every bureaucrat must be paid not just to expedite the application-form but specifically not to obstruct it."" Maybe we are not quite as bad as that, yet. But there are other similarities. The Indian government then had 510 ministers - 55 in Delhi itself, and the others in the various state legislatures. There are probably more now. They each earned 800 times more than the average Indian income and lived in opulent homes. Cameron writes: ""One would mind less about their lifestyle did they not protest that they represented the destitute and needy."" At its existing rate the government's constitutional policy of equality and social justice ""would take about 40 million years to achieve"". Nearly 40 years after the book was written I found myself chatting to a couple of civil servants on an overnight train to Kolkata. They wanted to know about corruption in South Africa's then 14-year-old democratic administration. I said yes, we also suffered from it, but give us time. Time wouldn't improve matters, they insisted. ""We've been independent for 60 years, enough time for corruption to be perfected."" And if we think our education system is a disaster after 18 years, 25 years after independence 70 percent of Indians were still illiterate and ""the college system was in such a calamitous mess that there were even illiterate graduates"". So no need to worry too much, especially about corruption and the 20% of all government procurements totalling billions of rand reported missing each year, either stolen or unaccountable through negligence. Or the Arms Deal which made politicians and their cronies hundreds of millions richer. Or the fact that Public Protector Thuli Madonsela says endemic corruption is at tipping point. Or that Archbishop Desmond Tutu believes President Zuma and his government no longer represent him - ""you represent your own interests"". We still have some way to go before we reach India's state of corrupt perfection. johnvscott@mweb.co.za"
754,Cape Times (South Africa),8/20/2012,Former MEC appeals corruption ruling,E1 Edition,THAILAND (55%),NEWS; Pg. 5,CT,Newspaper, Leila Samodien Justice Writer,ENGLISH,473 words,,21-Aug-12,,SENTENCING (92%); JAIL SENTENCING (91%); DECISIONS & RULINGS (90%); CORRUPTION (90%); SETTLEMENTS & DECISIONS (90%); LITIGATION (90%); BRIBERY (90%); CORRECTIONS (78%); ORGANIZED CRIME (78%); CRIMINAL CONVICTIONS (78%); EXTRADITION (77%); POLITICS (75%); FUNDRAISING (74%); ACQUITTAL (71%); LAW COURTS & TRIBUNALS (71%) CapeTimes.News,"IN 2006, former Western Cape environment and planning MEC David Malatsi was sentenced to five years behind bars for corruption after pocketing a R50 000 bribe. But up to now, he maintains: ""I did nothing wrong. I was not influenced by the money."" Malatsi appealed his conviction and sentence in the Western Cape High Court on Friday. On December 11, 2006, he was sentenced to five years behind bars in the Bellville Regional Court; however, Malatsi's jail time has been put on hold pending his appeal. His then-co-accused, former Western Cape premier Peter Marais, was acquitted. It was found that Malatsi had received R100 000 from Italian businessman Riccardo Agusta in April, 2002 for the R550-million golf estate at Roodefontein, outside Plettenberg Bay. Agusta, the owner and developer of the golf estate, gave him a cheque for R100 000 as a ""donation"" to the New National Party (NNP), of which Malatsi was a member. Half of the money - R50 000 - was deposited into Malatsi's personal bank account. It also emerged that alleged Mafia kingpin Vito Palazzolo was key in the decision-making surrounding the Roodefontein development. Palazzolo is presently in jail in Thailand, awaiting a decision over whether he will be extradited to Italy to serve a nine-year sentence. On Friday, Malatsi's advocate, Andre Botha, said his appeal boiled down to whether or not the regional court was correct in rejecting Malatsi's explanation that he had not been influenced by the money. He said his client held a fund-raising position within the NNP. Malatsi's receiving the cheque, he said, had therefore not been unlawful, as he was expected to raise funds for the party. The question was whether Malatsi had allowed the money to influence his decision on the Roodefontein project, which had gone in favour of the developer. Botha acknowledged that when Malatsi was given the cheque, he knew it was in respect of Roodefontein. Judge Patrick Gamble asked whether he had known it was a bribe but accepted it anyway, saying that though he took the money, he had still done his job properly. Judge Gamble also questioned Botha on whether the correct thing for his client to have done was to tear up the cheque. Botha confirmed that his client knew it was intended as a bribe. ""(Malatsi) says in hindsight, he should have torn it up but he banked it. He did not try to hide the money; it's there in his bank account, but he did not disclose it."" Malatsi had not disclosed the R50 000 in his account to his party superiors because in the political climate at the time, it would have created a ""huge, huge problem"" for him. However, the State's advocate, Louis van Niekerk, said every decision Malatsi had made concerning Roodefontein had been guided by his desire to satisfy his ""paymaster"". Judges Elizabeth Baartman and Gamble reserved judgment. leila.samodien@inl.co.za"
755,Cape Times (South Africa),8/23/2012,Religious leaders vow to fight corruption,E1 Edition,SOUTH AFRICA (92%),NEWS; Pg. 4,CT,Newspaper, Xolani Koyana,ENGLISH,598 words,,25-Aug-12,,RELIGION (96%); CORRUPTION (96%); CLERGY & RELIGIOUS (89%); MAYORS (78%); PROTESTANTS & PROTESTANTISM (78%); BRIBERY (78%); CATHOLICS & CATHOLICISM (77%); SOCIAL JUSTICE (77%); CITY GOVERNMENT (77%); POLITICS (76%) CapeTimes.News,"IN ONE of the strongest stances yet taken against corruption, people of all faiths came together in Khayelitsha yesterday to launch an anti-corruption campaign led by the Western Cape Religious Leaders Forum. The forum is supported by Kairos Southern Africa and the SA Council of Churches. Religious leaders in the city, headed by Anglican Archbishop Thabo Makgoba, issued a stern warning to political leaders about their reluctance to deal with corruption. This and the public's silence would lead to society crumbling, they said. The launch of the campaign follows the religious leaders' Anti-Corruption Summit in June where they heard testimonies from communities, social justice activists and the office of the public protector on the cost of corruption and pledged to join the fight against it. They said the corrupt pursuit of money and power was threatening SA's young democracy and robbing the poor of their basic needs and opportunities. Speaking at Look Out Hill in Khayelitsha yesterday, Makgoba said corruption had a serious effect on how society, the government and the public sector operated. He said that if good men and women remained quiet, the country would have failed to fight corruption. Religious leaders should take it upon themselves to fight corruption, he said. ""We as religious leaders are still learning to speak truth to power but are afraid to speak truth to our friends who are in power,"" Makgoba said, adding that corruption in whatever form was not right. He said their call against corruption was not limited only to those in power but was also addressed to members of the public. Those ordinary citizens offering or taking bribes, regardless of how small they were, were fuelling the problem, Makgoba said. Pastor Xola Skosana of the Way of Life Church in Khayelitsha said the discourse on corruption should not be limited to maladministration or procurement. It should also speak to the inequalities in our society. He issued a challenge to mayor Patricia De Lille, Western Cape Premier Helen Zille and President Jacob Zuma to focus on the gap between those in affluent areas and those in the townships. ""They manage and preside over a corrupt and fraudulent political system. ""That in itself opens up a breeding ground for all types of corruption,"" Skosana said. Catholic Archbishop Stephen Brislin said that in recent times, corruption had broken the trust between members of the public and their leaders. He said the situation in Marikana, where more than 30 people were killed in clashes between miners and police, was only a symptom of what was happening in the country Brislin said there was a lot of anger over corruption. Chief Rabbi Warren Goldstein said the moral regeneration of society required that children should learn the bill of responsibility at school. Doing so would instil a |culture of responsibility. ""If the schools are not teaching it, take it up with the principal. If the principal is not responsive, then take it up with the MEC of Education,"" Goldstein said. He encouraged people to use platforms such as Corruption Watch. A declaration for the call to end corruption was signed by 18 religious leaders in Cape Town and 44 other signatories. The campaign plans to hold dialogues on corruption across the country. It will conclude in a national ""preach and teach"" event on International Anti-Corruption Day on December 9. xolani.koyana@inl.co.za IN ONE of the strongest stances yet taken against corruption people of all faiths came together in Khayelitsha yesterday to launch an anti-corruption campaign led by the Western Cape Religious Leaders Forum."
757,Cape Times (South Africa),8/24/2012,It is every engaged citizen's business to fight corruption,E1 Edition,SOUTH AFRICA (92%),Pg. 10,CT,Newspaper,,ENGLISH,696 words,ORGANISATION FOR ECONOMIC CO-OPERATION & DEVELOPMENT (56%),25-Aug-12,,CORRUPTION (93%); INVESTIGATIONS (90%); LETTERS & COMMENTS (90%); LEGISLATIVE BODIES (89%); CRIMINAL INVESTIGATIONS (78%); CONSTITUTIONAL LAW (71%); RELIGION (71%); CRIMINAL CONVICTIONS (71%); POLICE FORCES (68%); INTERNATIONAL ECONOMIC ORGANIZATIONS (67%); ASSET FORFEITURE (66%); EDITORIALS & OPINIONS (58%) CapeTimes.Opinion,"Your editorial and two of the pieces on the facing leader page of August 23, ""Stop theft from our people"" and ""We've done it beforeí¢[#x20ac]Œ_"" focus on the topic of corruption, its endemic nature and the real and immediate threat it poses to our nascent democratic order. There is a culture of impunity flourishing in our society that complements what religious leaders call ""a growing sense of entitlement among rich and poor alike"". Countering the spread of the cancer of corruption ought to be a national priority that is taken far more seriously than is at present the case. It is internationally recognised that the best means of acting against corruption is through the establishment of an independent anti-corruption entity (ACE). The Organisation for Economic Co-operation and Development research identifies specialisation, training, guaranteed resources and security of tenure of office for personnel as the applicable criteria for a successful ACE. The Scorpions had some of these characteristics but were disbanded following a resolution taken by the ANC at Polokwane in 2007. Their replacement, the Hawks, or Directorate of Priority Crime Investigation, have been found wanting by the Constitutional Court. The Hawks are insufficiently independent to be an effective ACE. They do not specialise in corruption, their training is inadequate and, as a unit in SAPS, their resourcing leaves much to be desired. The Hawks are headed by a deployed cadre of the ANC and do not enjoy security of tenure any more than the Scorpions did. In these circumstances it is small wonder they do a mere fraction of the work done by the Scorpions. According to Martin Plaut's analysis of the relevant official statistics: ""The number of new investigations fell by 85% while the value of contraband seized fell by a staggering 99.1%"". [Who Rules SA page 299]. Now Parliament, as ordered by the court, is deliberating upon remedial legislation and the future of the Hawks. Instead of making a clean break with what is clearly not working, the deck-chairs in the SAPS and the Hawks are being rearranged in a manner that offends the constitutional precept that the chief of police controls the SAPS. Civil society attempts to persuade Parliament that there are better ways of combating corruption fell on deaf ears and a new challenge to the constitutionality of the purportedly remedial legislation looms. It does not have to be like this. An active citizenry, led by religious leaders who do more than talk among themselves and their followers, could put pressure on the authorities to pay due heed to the warnings given by those who are not coping with the tidal wave of corruption. Advocate Willie Hofmeyr of the Asset Forfeiture Unit has announced that he doubts that the target of a mere 100 corruption convictions involving more than R5 million within five years is attainable. The public protector warns of a corruption ""tipping point"" and calls for enhanced public accountability, greater transparency via the work of free media and a countering of the culture of impunity. The establishment of a proper ACE is within the means and the power of the state; all that is missing is the necessary political will. The time has come for Parliament, as representatives of the people, not deployees of the political parties, to reject the executive's plans for the Hawks and to insist upon the establishment of a new Chapter Nine institution to tackle corruption. This might head off future Marikana massacres and more crooked arms deals. The task can not be left to courageous individuals like the Glenisters, Crawford-Brownes and Youngs of SA. It is every engaged citizen's business to speak up and act against corruption. The passage of the SAPS Amendment Bill affords an opportunity to do so. Seize it. It is possible to ""stop this theft from our people"". Paul Hoffman SC Director: Institute for Accountability in Southern Africa Cape Town Your editorial and two of the pieces on the facing leader page of August 23, ""Stop theft from our people"" and ""We've done it beforeí¢[#x20ac]Œ_"" focus on the topic of corruption, its endemic nature and the real and immediate threat it poses to our nascent democratic order."
758,Cape Times (South Africa),10/2/2012,Fisheries probe finds 'corruption and fraud',E2 Edition,SOUTH AFRICA (92%),NEWS; Pg. 1,CT,Newspaper, Melanie Gosling Environment Writer,ENGLISH,188 words,,3-Oct-12,,INVESTIGATIONS (93%); AGRICULTURE DEPARTMENTS (90%); FORENSICS (90%); POLITICAL CORRUPTION (90%); FISHERIES ADMINISTRATION (90%); FISHERIES (90%); CRIMINAL INVESTIGATIONS (90%); CORRUPTION (90%); FRAUD & FINANCIAL CRIME (90%); MARINE VESSELS (90%); EVIDENCE (73%) CapeTimes,"A FORENSIC investigation into Smit Amandla Marine's management of the state's marine vessels has revealed ""widespread complicity and corruption"" among government officials, and multi-billion-rand defrauding of the government, the Department of Agriculture, Forestry and Fisheries announced yesterday. The forensic investigation, conducted by Ernst & Young, was commissioned by the department to probe tender processes at its fisheries branch. Smit companies have had the contract to manage the state's marine vessels since 2000. The investigation found that documents had been moved to a warehouse in Paarden Eiland, apparently to hide evidence, said the department. But Smit Amandla Marine's director, Sithembiso Mthethwa, yesterday dismissed ""these outrageous allegations"". ""[We] note with dismay that after more than six months, Smit Amandla Marine has not been approached by either the Department of Agriculture, Forestry and Fisheries or any investigating body to respond to these allegations, despite numerous requests for dialogue. ""Once again, we call for a formal process to defend Smit Amandla Marine and to clear our name, and"
759,Cape Times (South Africa),10/2/2012,Fisheries probe 'finds corruption',E2 Edition,SOUTH AFRICA (92%),NEWS; Pg. 3,CT,Newspaper,,ENGLISH,384 words,,3-Oct-12,,INVESTIGATIONS (92%); FISHERIES (90%); CORRUPTION (90%); AGREEMENTS (90%); FRAUD & FINANCIAL CRIME (90%); AGRICULTURE DEPARTMENTS (89%); AGRICULTURE FORESTRY & FISHING LAW (89%); FISHERIES ADMINISTRATION (89%); MARINE VESSELS (89%); ENVIRONMENTAL DEPARTMENTS (78%); TREASURY DEPARTMENTS (78%); BIOLOGY (77%); CONTRACTS & BIDS (77%); OCEANOGRAPHY (77%); TAX LAW (76%); ENVIRONMENTAL LAW (76%); PUBLIC CONTRACTING (76%); VALUE ADDED TAX (76%); CRIMINAL INVESTIGATIONS (73%); PUBLIC FINANCE (73%); LAW ENFORCEMENT (73%); EVIDENCE (68%); ENVIRONMENT & NATURAL RESOURCES (68%) News,"we reiterate our company's willingness to participate in an open and transparent investigation into our business practices,"" Mthethwa said. The department yesterday said the investigation had shown the agreement between fisheries and Smit in 2005 to manage the vessels, and later extensions to the agreement, had failed to comply with tender board regulations, with procurement policies, National Treasury and income tax regulations and the Public Finance Management Act. A contract worth millions had been extended by a letter. Contracts signed in 2000, 2005 and 2010, amounting to between R1.6bn and R2bn, were irregular and drafted to have maximum benefit for Smit, the department said. The vessels include the fisheries research vessels and offshore patrol vessels. Smit lost the tender to manage the vessels last year. The department said there was ""substantial evidence of defrauding of the state"". Evidence against Smit and officials in the Department of Environment Affairs and the Department of Agriculture, Forestry and Fisheries was ""overwhelming, indicating widespread complicity, corruption and deliberate entering of contracts unfavourable to the state"", the department said. It said the state had been defrauded of about R1.6bn through duplicate payments and invoices without tax or VAT. The investigation found that ""parties associated with Smit"" had moved documents to a warehouse to prevent the department and investigators from finding evidence. With law enforcement agents, the investigators were able to prevent the destruction of ""valuable data and contracts from government systems and |computers"". In some cases the department said the state had been billed for tens of millions of rand at a time when there was no evidence of Smit having provided any service to the state. ""There are instances where monies owing by Smit Amandla Marine to the state have been deliberately withheld with the assistance of complicit state officials in the Fisheries Branch,"" the department said. The former Department of Environmental Affairs and Tourism had entered into the contract with Pentow Marine and Smit Marine, but there appeared to be no valid agreement between that department and Smit. The Department of Agriculture, Forestry and Fisheries took over the contract in 2011. melanie.gosling@inl.co.za"
760,Cape Times (South Africa),10/3/2012,Fisheries waters down corruption claims,E2 Edition,SOUTH AFRICA (92%),NEWS; Pg. 1,CT,Newspaper, Melanie Gosling Environment Writer,ENGLISH,177 words,,4-Oct-12,,CORRUPTION (91%); AGRICULTURE DEPARTMENTS (90%); FORENSICS (90%); FISHERIES ADMINISTRATION (90%); INVESTIGATIONS (90%); FISHERIES (90%); CRIMINAL INVESTIGATIONS (90%); FRAUD & FINANCIAL CRIME (90%); ENVIRONMENTAL DEPARTMENTS (73%); MARINE VESSELS (72%) CapeTimes,"THE Department of Agriculture Forestry and Fisheries appears to be backpedalling on its claim that a forensic investigation had ""confirmed multibillion-rand corruption"" by Smit Amandla Marine in the management of the state's marine vessels and had uncovered evidence of ""widespread corruption"" among officials from their department and the Department of Environment Affairs. These statements were made on Monday in a press release issued by the department, which said the state had been defrauded by about R1.6 billion. But at a media briefing in Parliament yesterday the department's acting director-general, Sipho Ntombela, was at pains to stress that the independent forensic investigation, commissioned by the department, ""just highlights something irregular has happened"". Asked if the department was back-tracking on Monday's hard-hitting accusations, Ntombela replied that Monday's statement had just ""pointed out challenges investigators had faced and that's it"". ""It was saying there is a possible case of collusion between officials and some others outside the"
761,Cape Times (South Africa),10/15/2012,Cosatu will have to use its power in the ruling alliance to fight corruption,E1 Edition,SOUTH AFRICA (92%),Pg. 9,CT,Newspaper, Nkosikhulule Nyembezi,ENGLISH,975 words,CONGRESS OF SOUTH AFRICAN TRADE UNIONS (94%),15-Oct-12,,CORRUPTION (94%); LEGISLATIVE BODIES (90%); POLITICAL ORGANIZATIONS (89%); POLITICAL PARTIES (89%); LEGISLATION (89%); POLITICS (89%); CAMPAIGN FINANCE (78%); ADMINISTRATIVE PROCEDURE (78%); FRAUD & FINANCIAL CRIME (76%); INVESTIGATIONS (74%); ADMINISTRATIVE LAW (74%); LABOR UNIONS (73%); POVERTY & HOMELESSNESS (71%); CARTELS (64%); EDITORIALS & OPINIONS (59%); RELIGION (52%) CapeTimes.Opinion,"The Cosatu congress was billed as an historic event which will enable organised labour and civil society formations to work together on efforts to promote public accountability and human rights in SA. Public platforms such as Parliament and the provincial legislatures are democratic spaces that belong to the people of SA. This sentiment was displayed in the resolutions dealing with efforts to combat corruption which is threatening our collective efforts to eliminate poverty and inequality in our society. There is a breakdown in trust between citizens and the political elite, who have failed to live up to election promises. This is particularly true of those corrupt elected representatives who have used public office to enrich themselves, as manifested in the increasing number of reports of corruption, nepotism, financial mismanagement, tender fraud and administrative inefficiencies that cripple so many of our government departments and municipalities. Sadly, those involved in these corrupt practices come from the ranks of organised civil society formations, and the ANC-led alliance which Cosatu is part of it. Our participation in this congress as organised civil society formations and faith-based organisations was motivated by a vision of active citizenship partnership to strengthen the voice of the poor and the marginalised on issues such as the regulation of political party funding, the creation of a national framework to protect whistle-|blowers, the institutionalisation of an independent investigating authority to fight corruption, and the implementation of policy and legislation to deal with cartels and tender-rigging. The first welcome outcome of this congress is the reinforcement of the call for the regulation of political party funding in SA. This call is informed by the realisation that private money in politics is a critical site in the struggle for accountable governance. When wealthy elites can purchase power by secretly funding political parties in exchange for benefits - such as favourable legislation, policy choices, public tenders or administrative action - the poor and marginalised disproportionately pay the price. The ongoing debate affirms that political parties play a critical role in forming and representing democratic political will in our constitutional dispensation, as they do in all democracies. It also acknowledges the democratic imperative that political parties require sustainable sources of funding to undertake their legitimate and necessary tasks in an open and competitive democracy. However, the lack of political party funding regulation and disclosure, combined with parties' increasing demand for funds, has created in SA, as elsewhere, an unhealthy alliance between some in government and some private interests. And this is democratically unaccountable and provides fertile ground for corruption. For SA to meet the challenge of political and economic corruption, and to live up to its promise of |political equality and economic opportunity for all; it must combine strict, independent enforcement of existing anti-corruption laws with fundamental reform of the still-unregulated space of private funding of political parties. The second aspect of the debate is in relation to promoting and strengthening existing protection measures for whistle-blowers. The protective scope of existing laws is too narrow. Whistle-blowing is regulated by a splintered series of laws that apply varying obligations to public and private entities, and different levels of protection for different categories of whistle-blowers. The Cosatu resolutions will add weight to the current legislation reform process that will ensure a framework that includes bodies and organisations that could also effectively deal with complaints, but are outside the ambit of the offices of the public protector and the auditor- general. This will enable ordinary citizens at local level, including union members of the Cosatu affiliates, to engage actively in the fight against corruption. The test for Cosatu, an alliance partner of the ruling ANC, will now be on its ability to assert its |influence within the alliance, |especially in the area of fighting corruption. The result should unlock the impasse on issues such as the crippling delay, largely due to lack of ""political will"", in the implementation of the Competition Amendment Act 1 of 2009. Investigations by the Competition Commission since 2006 found that representatives of some companies have held telephone discussions and meetings prior to the submission of their respective tenders. In these ""private chats"" they collaborated over their responses, and discussed and agreed on prices. This concerned the manipulation of prices of basic food items, pharmaceutical and hospital products. In an environment where government is involved in the procurement of goods and services, and where the possibility for collusion and uncompetitive behaviour by companies applying for tenders is high, it is important that strong institutional checks and balances, as envisaged in the Competition Amendment Act, are implemented. Over the past years, Cosatu and civil society formations such as the Black Sash have taken a commendably strong stance against corruption, collusion and uncompetitive behaviour through submissions to the Competition Commission, Parliament, and the launch of the bread price-fixing class action case in the Western Cape High Court. The renewed commitment at this congress will enhance Zwelinzima Vavi's leadership role of the National Anti-Corruption Forum and the collective efforts of civil society, business, and government to combat corruption. It will also assist the African Union's Peer Review Mechanism in the fight against corruption in the continent. l Nyembezi is a Policy Analyst |and Advocacy Programme Manager for Black Sash."
